Name, ,Image,CAA:Sc,CAA:Jc,CAA:St,CAA:Jt,CAA:Hc,CAA:Qc,CAA:Ht,CAA:Qt,CAA:Scpl,CAA:Qcpl,CAA:C,CAA:Sc Hrz,CAA:Sc Vrt,CAA:Jc Hrz,CAA:Jc Vrt,CAA:St Hrz,CAA:St Vrt,CAA:Jt Hrz,CAA:Jt Vrt,CAA:Hc Hrz,CAA:Hc Vrt,CAA:Qc Hrz,CAA:Qc Vrt,CAA:Ht Hrz,CAA:Ht Vrt,CAA:Qt Hrz,CAA:Qt Vrt,CAA:Scpl Hrz,CAA:Scpl Vrt,CAA:Qcpl Hrz,CAA:Qcpl Vrt,CAA:C Hrz,CAA:C Vrt,CAA:PT,CAA:PT Hrz,CAA:PT Vrt,CAA:Asp,VCA:ML,VCA:sL,VCA:CVL,VCA:MDmax,VCA:sDmax,VCA:CVDmax,VCA:MSsat,VCA:sSsat,VCA:CVSsat,VCA:MSL,VCA:sSL,VCA:CVSL,VCA:MS,VCA:sS,VCA:CVS,VCA:ML Hrz,VCA:sL Hrz,VCA:CVL Hrz,VCA:ML Vrt,VCA:sL Vrt,VCA:CVL Vrt,VCA:MDmax Hrz,VCA:sDmax Hrz,VCA:CVDmax Hrz,VCA:MDmax Vrt,VCA:sDmax Vrt,VCA:CVDmax Vrt,VCA:MSsat Hrz,VCA:sSsat Hrz,VCA:CVSsat Hrz,VCA:MSsat Vrt,VCA:sSsat Vrt,VCA:CVSsat Vrt,VCA:MSL Hrz,VCA:sSL Hrz,VCA:CVSL Hrz,VCA:MSL Vrt,VCA:sSL Vrt,VCA:CVSL Vrt,VCA:MS Hrz,VCA:sS Hrz,VCA:CVS Hrz,VCA:MS Vrt,VCA:sS Vrt,VCA:CVS Vrt,BSA:BML,BSA:BsL,BSA:BCVL,BSA:BMDmax,BSA:BsDmax,BSA:BCVDmax,BSA:BMSsat,BSA:BsSsat,BSA:BCVSsat,BSA:BMSL,BSA:BsSL,BSA:BCVSL,BSA:BMS,BSA:BsS,BSA:BCVS,BSA:BML Hrz,BSA:BsL Hrz,BSA:BCVL Hrz,BSA:BML Vrt,BSA:BsL Vrt,BSA:BCVL Vrt,BSA:BMDmax Hrz,BSA:BsDmax Hrz,BSA:BCVDmax Hrz,BSA:BMDmax Vrt,BSA:BsDmax Vrt,BSA:BCVDmax Vrt,BSA:BMSsat Hrz,BSA:BsSsat Hrz,BSA:BCVSsat Hrz,BSA:BMSsat Vrt,BSA:BsSsat Vrt,BSA:BCVSsat Vrt,BSA:BMSL Hrz,BSA:BsSL Hrz,BSA:BCVSL Hrz,BSA:BMSL Vrt,BSA:BsSL Vrt,BSA:BCVSL Vrt,BSA:BMS Hrz,BSA:BsS Hrz,BSA:BCVS Hrz,BSA:BMS Vrt,BSA:BsS Vrt,BSA:BCVS Vrt
Botia_lohachata_C_10,1,Botia_lohachata_C_10_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,1.0,1.0,inf,,0.0,,0.0,,inf,,0.0,1.0,1.0,1.0,1.0,inf,inf,,,0.0,0.0,,,0.0,0.0,,,inf,inf,,,0.0,0.0,inf,inf,inf,,0.229805927,,,0.160148498,,,2.619870046,,,,,,,,,0.229805927,,,0.229805927,,,0.160148498,,,0.160148498,,,2.619870046,,,2.619870046,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
Botia_lohachata_C_11,1,Botia_lohachata_C_11_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,1.0,1.0,inf,,0.0,,0.0,,inf,,0.0,1.0,1.0,1.0,1.0,inf,inf,,,0.0,0.0,,,0.0,0.0,,,inf,inf,,,0.0,0.0,inf,inf,inf,,0.297645956,,,0.172745491,,,2.657321175,,,,,,,,,0.297645956,,,0.297645956,,,0.172745491,,,0.172745491,,,2.657321175,,,2.657321175,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
Botia_lohachata_C_12,1,Botia_lohachata_C_12_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,1.969643657,0.984821829,1.0,1.0,0.685421214,0.988853786,0.0,,0.992410914,,0.032155617,1.971013763,1.968205115,0.985506881,0.984102558,1.0,1.0,1.0,1.0,0.685775922,0.685048165,inf,inf,0.0,0.0,0.0,0.0,0.992753441,0.992051279,inf,inf,0.025507521,0.038889777,30.098765432,38.204123711,24.71369863,0.607206707,0.229897117,0.062428372,0.271549172,0.134430675,0.013110416,0.097525482,2.253263373,0.122657558,0.054435518,4.007057367,0.0,0.0,0.221869879,0.0,0.0,0.230159263,0.062384196,0.271047949,0.230418351,0.062338339,0.27054416,0.134485727,0.013101139,0.097416577,0.134540138,0.013091509,0.097305601,2.253778431,0.122570763,0.054384567,2.254287479,0.122480665,0.054332318,4.007057367,0.0,0.0,4.007057367,0.0,0.0,0.221869879,0.0,0.0,0.221869879,0.0,0.0,0.197714418,,,0.069985058,,,0.038924497,,,4.007057367,,,0.221869879,,,0.197714418,,,0.197714418,,,0.069985058,,,0.069985058,,,0.038924497,,,0.038924497,,,4.007057367,,,4.007057367,,,0.221869879,,,0.221869879,,
Botia_lohachata_C_13,1,Botia_lohachata_C_13_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,1.0,1.0,inf,,0.0,,0.0,,inf,,0.0,1.0,1.0,1.0,1.0,inf,inf,,,0.0,0.0,,,0.0,0.0,,,inf,inf,,,0.0,0.0,inf,inf,inf,,0.221426207,,,0.15432522,,,2.358484909,,,,,,,,,0.221426207,,,0.221426207,,,0.15432522,,,0.15432522,,,2.358484909,,,2.358484909,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
Botia_lohachata_C_14,1,Botia_lohachata_C_14_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,2.83204243,0.944014143,2.990815952,0.996938651,1.067305903,0.9715037,1.097060524,0.998587523,0.970476397,0.985045611,0.079316617,2.841670117,2.822062219,0.947223372,0.940687406,2.900626133,2.942908807,0.966875378,0.980969602,1.069306663,1.065206443,0.97332487,0.969592689,1.08100978,1.088570536,0.983977506,0.990859602,0.957049375,0.960828504,0.978651188,0.980226146,0.085122798,0.073388473,11.607698608,10.747734139,12.626118068,0.459818692,0.220270186,0.070246436,0.31891032,0.149623555,0.007089745,0.047383883,2.368510824,0.06520329,0.027529235,4.272881873,1.853606021,0.433806989,0.138143489,0.02899193,0.209868235,0.221138012,0.070448416,0.318572168,0.221128328,0.070787503,0.320119561,0.149731726,0.007091418,0.047360828,0.149804708,0.007055035,0.047094881,2.369294191,0.064794922,0.027347774,2.370213962,0.064046726,0.027021496,4.267072721,1.852030025,0.434028231,4.27873794,1.855165773,0.433577798,0.138175396,0.029030314,0.210097561,0.138111325,0.028953132,0.20963619,0.202944166,0.084834835,0.418020566,0.031779829,0.014372106,0.452239889,0.018881522,0.012826031,0.6792901,4.139185918,1.791322862,0.432771781,0.136769431,0.029400939,0.214967179,0.21233148,0.087155938,0.410471112,0.191827168,0.079889074,0.416463814,0.030693248,0.013455134,0.438374408,0.03306662,0.015237941,0.460825475,0.01742911,0.013111065,0.752250942,0.020601551,0.012147711,0.589650291,4.337146224,1.840768059,0.424419184,3.904749922,1.686447016,0.431896293,0.134475703,0.027514731,0.204607454,0.139485797,0.031163072,0.223413943
Botia_lohachata_C_4,1,Botia_lohachata_C_4_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,1.957078331,0.652359444,1.094074961,0.364691654,0.750100553,0.682770947,0.183581305,0.264851838,0.508525549,0.473811393,0.045552422,1.953868453,1.960307782,0.651289484,0.653435927,1.096359494,1.09178699,0.365453165,0.363928997,0.748941391,0.751264666,1.080494031,1.083845809,0.186768986,0.180357177,0.170004458,0.164168177,0.508371325,0.508682462,0.625249244,0.624006993,0.045359564,0.045747589,20.952729319,21.046067416,20.859075536,0.502231133,0.351017008,0.119841192,0.341411354,0.157580866,0.01167659,0.074099037,2.463769284,0.116655986,0.047348584,7.656011075,3.713556822,0.48505113,0.303911923,0.118403891,0.38959936,0.350389945,0.119293575,0.340459472,0.350861667,0.119564376,0.340773549,0.157525972,0.011612071,0.073715276,0.157569267,0.01164158,0.073882298,2.462974791,0.116378632,0.047251248,2.463505714,0.116564973,0.047316705,7.65203438,3.708996582,0.484707255,7.66003699,3.718161308,0.485397305,0.303790554,0.11826448,0.389296106,0.304034794,0.11854467,0.389904947,0.25790266,0.039047466,0.151403888,0.057106966,0.004021055,0.070412696,0.037934942,0.011644394,0.306956957,5.282728824,0.871192678,0.164913382,0.226563674,0.029803381,0.131545276,0.258042176,0.039477544,0.152988728,0.257762672,0.038610104,0.149789354,0.057121333,0.004065344,0.071170334,0.05709255,0.003976017,0.0696416,0.037893336,0.011772649,0.310678597,0.037976688,0.011513968,0.303185161,5.285841585,0.880788218,0.166631596,5.279605534,0.861434656,0.163162693,0.226670162,0.030131643,0.13293167,0.226456827,0.02946956,0.130133239
Botia_lohachata_C_5,1,Botia_lohachata_C_5_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,1.077056704,0.359018901,1.767200093,0.589066698,0.183037121,0.166607568,0.696200923,0.63370939,0.4740428,0.400158479,0.005174154,1.078170601,1.075921915,0.3593902,0.358640638,2.147811726,1.492227979,0.715937242,0.497409326,0.184953526,0.18103148,0.168351954,0.261173219,0.855516681,0.511740073,0.778724842,0.465805889,0.537663721,0.428024982,0.473538398,0.363489554,0.004256385,0.00610687,192.268292683,233.941176471,162.75,0.589731233,0.338400193,0.059388689,0.17549839,0.163712415,0.00763067,0.04661021,2.584820822,0.061283718,0.023709078,12.24650927,2.883381808,0.235445199,0.431984502,0.138141643,0.319783794,0.339321261,0.056705116,0.167113359,0.339516752,0.056294209,0.165806867,0.163801991,0.007289032,0.044499045,0.163776146,0.007451292,0.045496806,2.585000397,0.058439838,0.022607284,2.584433354,0.058829505,0.022763019,12.243031025,2.887263861,0.235829171,12.250050739,2.879417339,0.235053503,0.431933651,0.13813701,0.319810716,0.432036278,0.138146331,0.319756321,0.403616549,0.151368878,0.375031397,0.056880062,0.06986232,1.228239165,0.049907377,0.035867558,0.718682486,8.715916748,3.508349386,0.402522131,0.379996915,0.11721646,0.308466873,0.383000525,0.17118246,0.44695098,0.418219565,0.153250102,0.366434558,0.07355342,0.076173142,1.035616587,0.045069767,0.070458883,1.56332919,0.057407899,0.038177381,0.665019657,0.044594506,0.037651402,0.844305831,8.274256116,4.024032046,0.48633158,9.028759695,3.502962835,0.3879783,0.407689179,0.127283348,0.312206833,0.360381562,0.118907849,0.329949868
Botia_lohachata_C_6,1,Botia_lohachata_C_6_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,1.391853205,0.463951068,1.112600683,0.370866894,0.506292607,0.460847391,0.217453075,0.197934319,0.417408981,0.329390855,0.026759433,1.397396244,1.386197009,0.465798748,0.46206567,1.186604508,1.054350004,0.395534836,0.351450001,0.508613212,0.50383453,0.462959697,0.458609953,0.303803919,0.12924403,0.276534244,0.117642986,0.430666792,0.406757835,0.369746971,0.288126469,0.024106352,0.029446972,36.37,40.482843137,32.959349593,0.551220513,0.348671443,0.079650233,0.228439221,0.180118667,0.010436628,0.057943067,2.838238066,0.089515332,0.03153905,8.797333114,4.779842425,0.543328571,0.385515749,0.278795791,0.723176141,0.350647345,0.077347219,0.220584071,0.351136166,0.077384731,0.220383824,0.180338478,0.010071588,0.055848249,0.180339804,0.010296732,0.057096278,2.84019504,0.086471267,0.030445538,2.840289355,0.088130446,0.031028686,8.788818578,4.776184684,0.543438762,8.806005696,4.783541815,0.543213573,0.385173016,0.278631391,0.723392812,0.385864843,0.278962494,0.722953903,0.255618191,0.041890952,0.16388095,0.042500399,0.026969628,0.634573521,0.024031422,0.011130578,0.463167659,5.237410659,0.954771199,0.182298327,0.174724445,0.08924755,0.51079029,0.260172803,0.050873227,0.195536298,0.251841195,0.031885344,0.12660893,0.045630407,0.033422029,0.732450828,0.039904783,0.019542941,0.489739323,0.025311418,0.013751127,0.54327761,0.022969962,0.008129596,0.353922901,5.339140036,1.152942348,0.215941582,5.153049712,0.735978586,0.142823886,0.185019656,0.110373449,0.596549855,0.166186954,0.0650137,0.391208209
Botia_lohachata_C_7,1,Botia_lohachata_C_7_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,1.0,1.0,inf,,0.0,,0.0,,inf,,0.0,1.0,1.0,1.0,1.0,inf,inf,,,0.0,0.0,,,0.0,0.0,,,inf,inf,,,0.0,0.0,inf,inf,inf,,0.150682114,,,0.159874637,,,2.683425594,,,,,,,,,0.150682114,,,0.150682114,,,0.159874637,,,0.159874637,,,2.683425594,,,2.683425594,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
Botia_lohachata_C_8,1,Botia_lohachata_C_8_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_t1_WeberFiltered_itr5_rad5_fall3_t1,2.707374379,0.676843595,2.130987828,0.355164638,1.089676808,0.786035664,0.853134255,0.530082117,0.516004116,0.65805889,0.055031447,2.706306119,2.708350427,0.67657653,0.677087607,2.173423684,2.096499182,0.362237281,0.34941653,1.087290723,1.092047574,0.67557171,0.678527308,0.88673398,0.813993243,0.639643358,0.587172008,0.519406905,0.513252069,0.657607534,0.632849658,0.047244519,0.062919509,17.171428571,20.166476625,14.893321769,0.575202299,0.329411236,0.108598408,0.329674267,0.150953151,0.015536925,0.102925476,2.489277227,0.192471958,0.077320419,5.583329846,2.698212641,0.483262267,0.298789691,0.119737669,0.400742301,0.329688075,0.108367746,0.328697802,0.33002874,0.108509083,0.328786768,0.150973323,0.015533466,0.102888814,0.151062193,0.01549748,0.102590063,2.489287156,0.192484415,0.077325115,2.490548692,0.192128197,0.07714292,5.580081166,2.695570575,0.483070137,5.586675767,2.700925643,0.483458456,0.298895309,0.119891973,0.401116944,0.298680912,0.119578407,0.400355036,0.194517561,0.026086785,0.134110178,0.063010736,0.008779849,0.139338938,0.046978476,0.011957558,0.254532702,3.943634184,0.565457237,0.14338481,0.258925378,0.052776518,0.203829065,0.194963668,0.028113429,0.144198298,0.194178241,0.024426149,0.125792409,0.062113984,0.008381854,0.134943102,0.063692828,0.008996382,0.141246383,0.046104646,0.011955118,0.259303975,0.047643133,0.011905855,0.249896564,3.953357629,0.607843034,0.153753617,3.936238294,0.53080769,0.134851513,0.256001457,0.048362792,0.18891608,0.261149384,0.055772692,0.213566241
Botia_lohachata_P_1,1,Botia_lohachata_P_1_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,3.542649912,0.885662478,3.615769437,0.602628239,1.31758062,0.950433513,1.396423146,0.779358597,0.744145359,0.864896055,0.084290402,3.532715255,3.552470254,0.883178814,0.888117563,3.823060469,3.406153204,0.637176745,0.567692201,1.315684548,1.319445323,0.734297527,0.819817473,1.447563819,1.332387139,1.044196572,0.961114159,0.760177779,0.727904882,0.889247049,0.890465816,0.084002794,0.08458181,10.863746959,10.904365904,10.822873082,0.501875361,0.314620658,0.120957304,0.384454424,0.140653902,0.003464487,0.024631288,2.249536651,0.074266024,0.033013921,5.383531361,2.767107131,0.513994801,0.150163402,0.071226804,0.474328654,0.315905971,0.12116186,0.383537734,0.316297655,0.12176638,0.384974022,0.14067473,0.003485458,0.024776718,0.140684669,0.00350289,0.024898875,2.249186238,0.074237815,0.033006522,2.249625684,0.074617116,0.033168681,5.376579365,2.762979328,0.513891666,5.390579663,2.771262103,0.514093525,0.149993637,0.071172753,0.474505147,0.150335518,0.071281012,0.474146183,0.191603991,0.064871608,0.338571277,0.013140001,0.010748208,0.817976229,0.022153698,0.007111205,0.320994011,3.8981667,1.388905453,0.35629709,0.128420805,0.036386471,0.283337818,0.19528444,0.068542631,0.350988695,0.187900443,0.061936363,0.329623295,0.013085161,0.010837428,0.828222726,0.013195185,0.010877095,0.824323065,0.022394048,0.00767739,0.342831708,0.02191184,0.006614665,0.3018763,3.977049562,1.469693139,0.369543582,3.818788757,1.323503274,0.346576718,0.131049827,0.041469485,0.316440591,0.125775284,0.0307714,0.244653793
Botia_lohachata_P_10,1,Botia_lohachata_P_10_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,1.54631517,0.773157585,1.0,1.0,0.538270471,0.77656014,0.0,,0.886578792,,0.023442967,1.54805467,1.544530931,0.774027335,0.772265466,1.0,1.0,1.0,1.0,0.539083871,0.537433694,inf,inf,0.0,0.0,0.0,0.0,0.887013668,0.886132733,inf,inf,0.016396612,0.030564784,41.656716418,59.988207547,31.717391304,0.654138987,0.395763016,0.126995568,0.320887912,0.158260169,0.000517608,0.003270617,2.578091126,0.011066603,0.004292557,4.782154004,0.0,0.0,0.038535421,0.0,0.0,0.395008472,0.126316702,0.319782261,0.394719676,0.126053514,0.319349456,0.158257094,0.000514841,0.003253197,0.158255917,0.000513769,0.003246443,2.578156879,0.011007446,0.004269502,2.578182045,0.010984511,0.004260564,4.782154004,0.0,0.0,4.782154004,0.0,0.0,0.038535421,0.0,0.0,0.038535421,0.0,0.0,0.234652758,,,0.002729735,,,0.00359477,,,4.782154004,,,0.038535421,,,0.234652758,,,0.234652758,,,0.002729735,,,0.002729735,,,0.00359477,,,0.00359477,,,4.782154004,,,4.782154004,,,0.038535421,,,0.038535421,,
Botia_lohachata_P_11,1,Botia_lohachata_P_11_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist500_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,1.720048388,0.860024194,1.0,1.0,0.609402998,0.879182683,0.0,,0.930012097,,0.028735095,1.726604466,1.71330887,0.863302233,0.856654435,1.0,1.0,1.0,1.0,0.611741564,0.606976107,inf,inf,0.0,0.0,0.0,0.0,0.931651116,0.928327217,inf,inf,0.024124948,0.033400762,33.800650936,40.450867052,28.93943662,0.582946967,0.478390307,0.164337469,0.343521737,0.184458277,0.001402814,0.007605046,2.89680693,0.033037306,0.011404732,6.033096184,0.0,0.0,0.053727982,0.0,0.0,0.480041538,0.163344309,0.340271196,0.481443916,0.162469703,0.337463404,0.184472372,0.001394336,0.007558508,0.184484343,0.00138687,0.007517549,2.897138883,0.032837647,0.011334509,2.897420807,0.032661822,0.011272723,6.033096184,0.0,0.0,6.033096184,0.0,0.0,0.053727982,0.0,0.0,0.053727982,0.0,0.0,0.292826258,,,0.005839309,,,0.008766626,,,6.033096184,,,0.053727982,,,0.292826258,,,0.292826258,,,0.005839309,,,0.005839309,,,0.008766626,,,0.008766626,,,6.033096184,,,6.033096184,,,0.053727982,,,0.053727982,,
