Name, ,Image,ClusterID,Area,Coverage (pc),lw_mean,mw_mean,sw_mean,lum_mean,RNL X,RNL Y,RNL Chromaticity,Dmax Chromaticity,Dmax channel,Adj1,Adj2,Adj3,hAdj1,hAdj2,hAdj3,vAdj1,vAdj2,vAdj3,Adj4,hAdj4,vAdj4
Botia_lohachata_P_6,1,Botia_lohachata_P_6_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist550_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,1,9472,52.999104745,0.423537721,0.353903459,0.307172775,0.386842595,2.074068092,-1.531502489,2.578227749,0.159249041,lw:sw,18428,790.0,,9295,314.0,,9133,476.0,,,,
Botia_lohachata_P_6,2,Botia_lohachata_P_6_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist550_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,2,8400,47.000895255,0.259038279,0.218350787,0.193082146,0.237597203,1.973083598,-1.388190623,2.412494993,0.145881782,lw:sw,790,16142.0,,314,8180.0,,476,7962.0,,,,
Botia_lohachata_P_7,1,Botia_lohachata_P_7_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist550_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,1,11671,71.295051924,0.220716136,0.185948076,0.162910745,0.202394389,1.979284233,-1.444654392,2.450426981,0.150681283,lw:sw,22480,1017.0,40.0,11379,422.0,28.0,11101,595.0,12.0,,,
Botia_lohachata_P_7,2,Botia_lohachata_P_7_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist550_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,2,4470,27.306047648,0.32667382,0.279244592,0.244612082,0.30168007,1.811437758,-1.38874605,2.282525431,0.143643906,lw:sw,1017,8420.0,0.0,422,4259.0,0.0,595,4161.0,0.0,,,
Botia_lohachata_P_7,3,Botia_lohachata_P_7_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist550_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,3,229,1.398900428,0.105079189,0.086420836,0.080207682,0.095246758,2.25728585,-1.20085694,2.556833354,0.134232428,lw:sw,40,0.0,416.0,28,0.0,201.0,12,0.0,215.0,,,
Botia_lohachata_P_8,1,Botia_lohachata_P_8_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist550_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,1,5144,32.450164017,0.263095763,0.226801538,0.204563631,0.243969658,1.714079956,-1.184596998,2.083588285,0.125159748,lw:sw,9359,1031.0,177.0,4805,448.0,87.0,4554,583.0,90.0,41.0,29.0,12.0
Botia_lohachata_P_8,2,Botia_lohachata_P_8_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist550_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,2,5249,33.112541004,0.351685755,0.302977544,0.273239305,0.326018018,1.721431015,-1.187754468,2.091431427,0.125529371,lw:sw,1031,9387.0,1118.0,448,4789.0,468.0,583,4598.0,650.0,0.0,0.0,0.0
Botia_lohachata_P_8,3,Botia_lohachata_P_8_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist550_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,3,5181,32.683573051,0.468563606,0.403022935,0.360049552,0.434025687,1.739895248,-1.249323824,2.141972336,0.130958641,lw:sw,177,1118.0,9708.0,87,468.0,4902.0,90,650.0,4806.0,0.0,0.0,0.0
Botia_lohachata_P_8,4,Botia_lohachata_P_8_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist550_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,4,278,1.753721928,0.125986622,0.106352542,0.100477043,0.115640051,1.956263263,-0.994835113,2.194689695,0.112643143,lw:sw,41,0.0,0.0,29,0.0,0.0,12,0.0,0.0,512.0,248.0,264.0
Botia_lohachata_P_9,1,Botia_lohachata_P_9_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist550_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,1,6834,54.672,0.315744017,0.266534031,0.23080583,0.289811809,1.956420292,-1.505245062,2.46846978,0.155407944,lw:sw,12771,1187.0,47.0,6468,598.0,32.0,6303,589.0,15.0,,,
Botia_lohachata_P_9,2,Botia_lohachata_P_9_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist550_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,2,5404,43.232,0.479534645,0.40296103,0.344236488,0.439182703,2.00891794,-1.602615457,2.569849721,0.164242411,lw:sw,1187,10204.0,0.0,598,5105.0,0.0,589,5099.0,0.0,,,
Botia_lohachata_P_9,3,Botia_lohachata_P_9_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist550_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,3,262,2.096,0.135853965,0.112860435,0.101499621,0.123737055,2.141158216,-1.346078795,2.529127642,0.144739096,lw:sw,47,0.0,475.0,32,0.0,230.0,15,0.0,245.0,,,
Yasuhikotakia_modesta_C_10,1,Yasuhikotakia_modesta_C_10_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist550_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,1,10389,82.347812302,0.243586834,0.229099856,0.207090141,0.235952637,0.708015276,-0.831387974,1.092012635,0.080981935,lw:sw,20416,327.0,,10284,122.0,,10132,205.0,,,,
Yasuhikotakia_modesta_C_10,2,Yasuhikotakia_modesta_C_10_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist550_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,2,2227,17.652187698,0.163577379,0.159370263,0.153516203,0.161360355,0.300870147,-0.321083958,0.440020174,0.031729359,lw:sw,327,4181.0,,122,2135.0,,205,2046.0,,,,
Yasuhikotakia_modesta_C_6,1,Yasuhikotakia_modesta_C_6_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist550_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,1,2545,18.228047558,0.21693811,0.177699017,0.142079599,0.196260316,2.303883647,-2.09027998,3.110811832,0.208509245,lw:sw,4816,337.0,,2478,90.0,,2338,247.0,,,,
Yasuhikotakia_modesta_C_6,2,Yasuhikotakia_modesta_C_6_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist550_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,2,11417,81.771952442,0.115066647,0.09563208,0.080346296,0.104825228,2.136246197,-1.743265099,2.757266948,0.177676821,lw:sw,337,22443.0,,90,11322.0,,247,11121.0,,,,
Yasuhikotakia_modesta_C_7,1,Yasuhikotakia_modesta_C_7_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist550_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,1,13916,100.0,0.436047482,0.410690886,0.3693575,0.422685336,0.691789126,-0.85561941,1.100298491,0.082803042,lw:sw,27505,,,13839,,,13666,,,,,
Yasuhikotakia_modesta_C_8,1,Yasuhikotakia_modesta_C_8_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist550_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,1,4222,29.786933822,0.473690413,0.43919738,0.391784146,0.45551362,0.873017471,-0.964758602,1.30112208,0.094637406,lw:sw,8123,323.0,,4129,94.0,,3994,229.0,,,,
Yasuhikotakia_modesta_C_8,2,Yasuhikotakia_modesta_C_8_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist550_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,2,9952,70.213066178,0.279744695,0.270420286,0.250237315,0.274831006,0.391446195,-0.586958922,0.705514634,0.055676191,lw:sw,323,19573.0,,94,9873.0,,229,9700.0,,,,
Yasuhikotakia_modesta_C_9,1,Yasuhikotakia_modesta_C_9_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist550_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,1,5634,40.590778098,0.226286623,0.210946845,0.185656714,0.218203028,0.810561719,-1.02255423,1.304847675,0.098629849,lw:sw,10972,376.0,,5554,120.0,,5418,256.0,,,,
Yasuhikotakia_modesta_C_9,2,Yasuhikotakia_modesta_C_9_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist550_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,2,8246,59.409221902,0.159642207,0.144959946,0.127542349,0.151905103,1.114034951,-1.126992877,1.584672464,0.11177432,lw:sw,376,16085.0,,120,8131.0,,256,7954.0,,,,
Yasuhikotakia_modesta_P_11,1,Yasuhikotakia_modesta_P_11_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist550_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,1,11752,95.474855797,0.182269035,0.170220683,0.150427981,0.175919653,0.789682595,-0.99149162,1.267538652,0.095705859,lw:sw,23150,121.0,,11662,50.0,,11488,71.0,,,,
Yasuhikotakia_modesta_P_11,2,Yasuhikotakia_modesta_P_11_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist550_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,2,557,4.525144203,0.345785835,0.298599485,0.258032169,0.320918827,1.694146477,-1.428784193,2.216203185,0.145331318,lw:sw,121,1033.0,,50,524.0,,71,509.0,,,,
Yasuhikotakia_modesta_P_12,1,Yasuhikotakia_modesta_P_12_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist550_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,1,12323,100.0,0.328144731,0.301125886,0.275285734,0.313906625,0.992198509,-0.861402507,1.313952876,0.087597495,lw:sw,24333,,,12249,,,12084,,,,,
Yasuhikotakia_modesta_P_13,1,Yasuhikotakia_modesta_P_13_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist550_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,1,14615,100.0,0.196865325,0.18699903,0.180855014,0.191665928,0.593709629,-0.396619689,0.714001611,0.04238668,lw:sw,28893,,,14536,,,14357,,,,,
Yasuhikotakia_modesta_P_14,1,Yasuhikotakia_modesta_P_14_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist550_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,1,11256,100.0,0.370064427,0.339206968,0.30432583,0.353803435,1.005365752,-0.975978076,1.401175756,0.097478569,lw:sw,22212,,,11188,,,11024,,,,,
Yasuhikotakia_modesta_P_15,1,Yasuhikotakia_modesta_P_15_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist550_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,1,4557,37.654933069,0.40285484,0.395605788,0.382902105,0.399034794,0.209672642,-0.26219076,0.335718053,0.025393012,lw:sw,8835,375.0,,4470,138.0,,4365,237.0,,,,
Yasuhikotakia_modesta_P_15,2,Yasuhikotakia_modesta_P_15_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist550_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,2,7545,62.345066931,0.279801772,0.275947658,0.26856335,0.277770765,0.160160203,-0.213126502,0.266597443,0.020494415,lw:sw,375,14684.0,,138,7421.0,,237,7263.0,,,,
Yasuhikotakia_modesta_P_16,1,Yasuhikotakia_modesta_P_16_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist550_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,1,10002,61.358198884,0.28481887,0.265836688,0.238284763,0.274815809,0.796416734,-0.910587037,1.2097307,0.088957722,lw:sw,19504,623.0,,9843,255.0,,9661,368.0,,,,
Yasuhikotakia_modesta_P_16,2,Yasuhikotakia_modesta_P_16_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist550_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,2,6299,38.641801116,0.207095084,0.179989025,0.155115495,0.192811008,1.619849101,-1.419511146,2.153815917,0.143506545,lw:sw,623,12111.0,,255,6127.0,,368,5984.0,,,,
Yasuhikotakia_modesta_P_17,1,Yasuhikotakia_modesta_P_17_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist550_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,1,13190,100.0,0.306401165,0.291848654,0.270117168,0.298732436,0.56187947,-0.643515981,0.854295825,0.062936414,lw:sw,26057,,,13119,,,12938,,,,,
Yasuhikotakia_modesta_P_18,1,Yasuhikotakia_modesta_P_18_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist550_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,1,15142,100.0,0.33835182,0.310989129,0.2777678,0.323932516,0.973745395,-0.991420653,1.389638445,0.098331587,lw:sw,29943,,,15059,,,14884,,,,,
Yasuhikotakia_modesta_P_19,1,Yasuhikotakia_modesta_P_19_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist550_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,1,9515,70.512820513,0.477337101,0.437298071,0.399207029,0.45623773,1.011615396,-0.876269365,1.338362323,0.089134214,lw:sw,18440,546.0,,9341,196.0,,9099,350.0,,,,
Yasuhikotakia_modesta_P_19,2,Yasuhikotakia_modesta_P_19_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist550_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,2,3979,29.487179487,0.667699159,0.604777902,0.545439569,0.63454145,1.142888627,-0.991785062,1.513219093,0.100779562,lw:sw,546,7675.0,,196,3879.0,,350,3796.0,,,,
Yasuhikotakia_modesta_P_20,1,Yasuhikotakia_modesta_P_20_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist550_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,1,3157,24.02587519,0.27939014,0.248151924,0.218744203,0.262928546,1.369114095,-1.202325737,1.82210334,0.121746146,lw:sw,6008,438.0,,3076,136.0,,2932,302.0,,,,
Yasuhikotakia_modesta_P_20,2,Yasuhikotakia_modesta_P_20_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist550_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,2,9983,75.97412481,0.174216313,0.163700909,0.150492259,0.168675017,0.718882623,-0.736184291,1.028960415,0.073062602,lw:sw,438,19507.0,,136,9856.0,,302,9651.0,,,,
Yasuhikotakia_modesta_P_21,1,Yasuhikotakia_modesta_P_21_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist550_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,1,7012,44.025868023,0.367254976,0.371542761,0.379334307,0.369514501,-0.134033816,0.166958319,0.214103116,0.016179352,lw:sw,13695,504.0,,6902,190.0,,6793,314.0,,,,
Yasuhikotakia_modesta_P_21,2,Yasuhikotakia_modesta_P_21_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist550_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,2,8915,55.974131977,0.266316215,0.253517977,0.242032757,0.259571927,0.568689546,-0.464062131,0.73400372,0.047769267,lw:sw,504,17302.0,,190,8753.0,,314,8549.0,,,,
Yasuhikotakia_modesta_P_22,1,Yasuhikotakia_modesta_P_22_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist550_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,1,13421,100.0,0.197183698,0.164087776,0.139652526,0.179743153,2.121594124,-1.662610367,2.695447061,0.17079865,lw:sw,26515,,,13345,,,13170,,,,,
Yasuhikotakia_modesta_P_23,1,Yasuhikotakia_modesta_P_23_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist550_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,1,12775,100.0,0.159459183,0.148571409,0.138523473,0.15372154,0.816635639,-0.686611969,1.066925378,0.070258149,lw:sw,25231,,,12705,,,12526,,,,,
Yasuhikotakia_modesta_P_24,1,Yasuhikotakia_modesta_P_24_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist550_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,1,7874,51.329856584,0.164361835,0.144010949,0.124508103,0.153637543,1.526304218,-1.369069473,2.050355039,0.137964275,lw:sw,15383,426.0,,7764,144.0,,7619,282.0,,,,
Yasuhikotakia_modesta_P_24,2,Yasuhikotakia_modesta_P_24_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist550_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,2,7466,48.670143416,0.10970241,0.097537694,0.087677488,0.103291979,1.357156216,-1.083637339,1.736704603,0.111586448,lw:sw,426,14531.0,,144,7352.0,,282,7179.0,,,,
Yasuhikotakia_modesta_P_25,1,Yasuhikotakia_modesta_P_25_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist550_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,1,17457,100.0,0.379680507,0.37343592,0.346633528,0.376389792,0.191493335,-0.501210189,0.536545758,0.045499574,lw:sw,34551,,,17367,,,17184,,,,,
Yasuhikotakia_modesta_P_26,1,Yasuhikotakia_modesta_P_26_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist550_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,1,2100,15.126413599,0.574675737,0.443934661,0.33884245,0.505779207,2.980630848,-2.59134871,3.949588382,0.258159377,lw:sw,3964,294.0,0.0,2046,76.0,0.0,1918,218.0,0.0,,,
Yasuhikotakia_modesta_P_26,2,Yasuhikotakia_modesta_P_26_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist550_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,2,3404,24.519196139,0.394531745,0.303517883,0.233417216,0.34657022,3.028326303,-2.563365795,3.967569079,0.25657265,lw:sw,294,6407.0,386.0,76,3285.0,117.0,218,3122.0,269.0,,,
Yasuhikotakia_modesta_P_26,3,Yasuhikotakia_modesta_P_26_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist550_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,3,8379,60.354390261,0.245067283,0.200550108,0.16774434,0.2216081,2.314827546,-1.82981999,2.950706316,0.187308058,lw:sw,0,386.0,16391.0,0,117.0,8283.0,0,269.0,8108.0,,,
Yasuhikotakia_modesta_P_27,1,Yasuhikotakia_modesta_P_27_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist550_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,1,2971,22.081010777,0.513083606,0.449791555,0.38767546,0.479730637,1.520225429,-1.385161776,2.056637669,0.139224961,lw:sw,5618,559.0,,2854,216.0,,2764,343.0,,,,
Yasuhikotakia_modesta_P_27,2,Yasuhikotakia_modesta_P_27_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist550_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,2,10484,77.918989223,0.348947884,0.316699842,0.282545486,0.331954154,1.119698642,-1.04749264,1.533285974,0.105151378,lw:sw,559,20408.0,,216,10309.0,,343,10099.0,,,,
Yasuhikotakia_modesta_P_28,1,Yasuhikotakia_modesta_P_28_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist550_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,1,2201,13.306329726,0.66743497,0.536493683,0.437459611,0.598432911,2.521733995,-2.048933939,3.24919569,0.208142354,lw:sw,4151,410.0,0.0,2116,155.0,0.0,2035,255.0,0.0,,,
Yasuhikotakia_modesta_P_28,2,Yasuhikotakia_modesta_P_28_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist550_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,2,14209,85.901698809,0.356177009,0.290209702,0.243828727,0.321414257,2.365119565,-1.820551028,2.984660216,0.187245347,lw:sw,410,27899.0,41.0,155,14048.0,10.0,255,13851.0,31.0,,,
Yasuhikotakia_modesta_P_28,3,Yasuhikotakia_modesta_P_28_Sony_A7_28_to_70mm_D65_to_Pike_Cichlid_Crenicichla_frenata_D65_Acuity8.08_Dist550_FishOutline_WeberFiltered_itr5_rad5_fall3_FishOutline,3,131,0.791971465,0.139726317,0.115403095,0.100567248,0.126908727,2.208430372,-1.553465272,2.700077602,0.162963453,lw:sw,0,41.0,225.0,0,10.0,125.0,0,31.0,100.0,,,
